Share,Category,Sector,RM,Up,Last Traded Price,Percentage Change,High Price,Low Price,% High Movt,% Low movt,Yearly Gainner,27th Dec,1st Feb,1st March,1st April,TB,RH,Corr,PeRatio,New Pe,W52_High,Corre,latest,Annual_Pat,Cum PAT 3 Quarter,Pat Jump,Annual Growth,Year End,Mar_17_ReportedPAT,Dec_16_ReportedPAT,Sep_16_ReportedPAT,Jun_16_ReportedPAT,Mar_16_ReportedPAT,Dec_15_ReportedPAT,Y oY PAT,LQ>0.5(4q's),PAT Growth,PeRatio,ResultDate,Mar_17_Inst_no_of_shares,Dec_16_Inst_no_of_shares,Int/ Incr/ Decr,Pledge,DividendYield,DERatio,FB,Mar_17_Eps_Before,Dec_16_Eps_Before,Sep_16_Eps_Before,Jun_16_Eps_Before,Mar_16_Eps_Before,Dec_15_Eps_Before,Annual_Eps,Volume,MarketCap,Annual_Pat,EquityCapital,FaceValue,New Listing,PE High Price High,Future,Cap Category
SRTRANSFIN,Buy,FINANCIAL SERVICES-NBFC,#N/A,#N/A,1011.6,-0.04,1023.65,1007.8,0.011771602,0.003770589,18%,29%,8%,9%,-6%,TB,1119.5,10%,18.25,16.58360656,1324.4,24%,,1183.62,1107.71,-75.91,G,,149.63,345.96,387.65,374.1,143.92,375.07,Y,,Y,18.25,42852,546,518,28,0,0.98,3.3,,6.6,15.25,17.08,16.49,6.34,16.54,52.17,67.73801526,22951,1183.62,226.91,10,,,,LargeCap
SSWL,BWLV,AUTO-AUTO ANCL AND COMPONENTS,STEEL,Down,911.2,-0.52,923.15,900.4,0.012944809,0.011994669,143%,65%,34%,27%,10%,,953.3,4%,20.58,26,953.3,4%,,61.1811,50.2989,-10.8822,G,,,13.6818,18.0176,18.5995,18.4855,15.5106,Y,,Y,20.58,42779,17,12,5,19.78,0.16,1.3,,#REF!,8.79,11.58,12.11,12.06,10.08,39.91,1.406653807,1415,61.1811,15.5335,10,,,,SmallCap
STAMPEDE,NL,FINANCIAL SERVICES,#REF!,#REF!,22.25,-0.9,22.8,21.85,0.024122807,0.018306636,,2%,-5%,-4%,10%,,24.75,10%,9.67,21,43,48%,,66.7063,44.5969,-22.1094,,,,6.1577,20.2663,18.1729,21.2972,18.107,,,,9.67,42780,7,8,-1,17.52,0,0.01,,#REF!,0.27,0.88,0.79,0.93,7.94,2.92,5.211011201,637,66.7063,22.9011,1,STAMPEDE,,,MiniCap
STAR,Buy,PHARMA,#N/A,#N/A,1073.6,-0.66,1077.9,1055.05,0.003989238,0.017582105,5%,5%,0%,-8%,-2%,TB,1274.7,16%,25,13,1274.7,16%,,196.267,314.4,118.133,G,,,196.3,85.53,32.57,84.2318,58.7142,Y,,Y,25,42769,198,208,-10,13.49,0.37,1.2,,#REF!,20.93,8.28,2.91,10.75,7.2,25.14,35.98631895,9600,196.267,89.3687,10,,,,MidCap
STARPAPER,HWV,REALTY-HOUSEHOLD,#REF!,#REF!,202.65,-3.23,204.55,195.3,0.009288682,0.037634409,440%,24%,19%,11%,14%,,215.6,6%,6.72,6,215.6,6%,,16.5,41.61,25.11,G,,,13.26,15.59,12.76,5.28,4.07,Y,,Y,6.72,42776,30,28,2,48.99,0,0.1,,#REF!,8.5,9.98,8.18,3.38,2.61,10.57,2.239155535,316,16.5,15.61,10,,,,MiniCap
STCINDIA,Exit,DIVERSIFIED,#REF!,#REF!,171.4,-0.15,173.5,171.1,0.012103746,0.001753361,82%,-8%,3%,8%,8%,,186.9,8%,0,-1,251.4,32%,,-462.22,-173.49,288.73,,,,-192.55,-2.96,22.02,16.66,1.31,,,,0,42780,10,10,0,0,0,-1.15,FB,#REF!,-32.09,-0.49,3.67,2.78,0.22,-77.04,11.57831756,1028,-462.22,60,10,,,,SmallCap
STEL,TA,FINANCIAL SERVICES-NBFC,#N/A,#N/A,87,#N/A,#N/A,#N/A,#N/A,#N/A,165%,107%,39%,28%,29%,,89.8,3%,0,22,89.8,3%,,-4.0367,2.5923,6.629,,,,1.8623,0.7537,-0.0237,-8.2693,0.2683,Y,,Y,0,42780,17,17,0,0,0,0,,#REF!,1.01,0.41,-0.01,-4.48,0.76,-2.19,0.158740408,161,-4.0367,18.4554,10,,,,MiniCap
STERLINBIO,Exit,PHARMA,#N/A,#N/A,4.9,#N/A,#N/A,#N/A,#N/A,#N/A,11%,40%,31%,11%,14%,,6.8,28%,0,-0.514705882,6.8,28%,,-468.6946,-300.2154,168.4792,,,,-103.1636,-109.513,-87.5388,-91.8464,-103.8159,,,,0,42780,10,9,1,71.71,0,9.07,FB,#REF!,-2.38,-2.53,-2.02,-2.12,-2.4,-10.82,0.066540082,133,-468.6946,27.217,1,,,,MiniCap
STERTOOLS,BWLV,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,272.7,0.48,284,272.7,0.039788732,0,155%,59%,57%,39%,22%,,268.8,-1%,24.26,4,274.8,1%,,28.0448,31.0146,2.9698,G,,,12.5892,9.054,9.3714,7.3264,6.7833,Y,,Y,24.26,42777,12,12,0,0,1.1,0.42,,#REF!,18.39,13.23,13.69,10.7,9.91,40.97,0.471711255,933,28.0448,6.8446,2,,,,MiniCap
STINDIA,Exit,METALS AND MINING,#N/A,#N/A,16.7,#N/A,#N/A,#N/A,#N/A,#N/A,,,-22%,-15%,5%,,23.55,29%,0,-4.304123711,31.95,48%,,23.9985,-4.6909,-28.6894,,,-3.2893,-2.8225,-0.3863,-1.4821,-16.8369,-3.1752,,,,0,42863,5,5,0,100,0,-5218.52,FB,-1.13,-0.97,-0.13,-0.51,-5.8,-1.09,8.25,0.02099188,48,23.9985,29,10,,,,MiniCap
STRTECH,Buy,INFRA-TELECOM,#REF!,#REF!,154.2,-0.29,156.5,153.45,0.014696486,0.004887586,43%,63%,27%,19%,22%,,161.9,5%,29.8,32,161.9,5%,,157.14,151.72,-5.42,G,,68.81,54.42,56.07,41.23,48.16,34.46,Y,,Y,29.8,42851,163,162,1,0,0.81,1.18,,1.57,1.21,1.27,0,0,0.75,3.75,11.89466404,6144,157.14,79.64,2,,,,MidCap
SUBEX,Exit,IT,#N/A,#N/A,11.25,0,11.45,11.15,0.017467249,0.00896861,28%,25%,18%,2%,2%,TB,12.35,9%,14.65,6.392045455,14.25,21%,,58.72,50.47,-8.25,G,,,22.55,9.74,18.18,-11.51,59.38,,Y,Y,14.65,42769,6,5,1,100,0,0.2,FB,#REF!,0.44,0.19,0.36,-0.27,1.31,2.02,2.988476991,570,58.72,506.91,10,,,,MiniCap
SUBROS,RS,AUTO-AUTO ANCL AND COMPONENTS,#REF!,#REF!,257.45,0.7,265.05,250.8,0.028673835,0.026515152,148%,74%,46%,31%,21%,,255,-1%,105.23,119,263,2%,,23.95,6.81,-17.14,,,,3.27,4.3,-0.76,7.85,6.01,Y,,Y,105.23,42766,29,27,2,0,0.31,0.89,FB,#REF!,0.54,0.72,-0.13,1.31,1,3.99,1.488185941,1544,23.95,12,2,,,,SmallCap
SUDARSCHEM,HWV,CHEMICALS,CRUDE OIL,Down,407.25,-2.42,410.9,395.35,0.00888294,0.030099911,275%,51%,23%,16%,17%,,421,3%,30.55,58,455.35,11%,,69.915,70.323,0.408,G,,,12.162,26.65,31.511,21.924,13.15,Y,,Y,30.55,42881,25,20,5,0,0.73,1.25,,#REF!,1.76,3.85,4.55,3.17,1.9,10.1,7.346101645,2819,69.915,13.845,2,,,,SmallCap
SUJANAUNI,Exit,METALS AND MINING,#N/A,#N/A,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,8%,-24%,-19%,-10%,-4%,TB,1.7,24%,0,-0.126953125,2.3,43%,,-19.3335,-124.6885,-105.355,,,,-43.2539,-46.9598,-34.4748,-6.3606,-10.8124,,,,0,42779,2,516,-514,0,0,1.29,FB,#REF!,-2.56,-2.78,-2.04,-0.38,-0.64,-1.15,0.034033146,22,-19.3335,168.8411,10,,,,MiniCap
SUMEETINDS,HWV,TEXTILES AND APPAREL,#REF!,#REF!,36.95,2.57,38.65,37.2,0.043984476,-0.00672043,219%,8%,2%,8%,9%,,39.7,7%,5.66,5,44.1,16%,,18.9188,34.4437,15.5249,G,,,10.5171,15.6207,8.3059,3.3795,6.0017,Y,,Y,5.66,42885,5,3,2,0,0,1.98,,#REF!,1.81,2.69,1.43,0.58,1.03,3.26,2.479652313,214,18.9188,58.0397,10,,,,MiniCap
SUMMITSEC,Exit,FINANCIAL SERVICES-NBFC,#N/A,#N/A,650.4,#N/A,#N/A,#N/A,#N/A,#N/A,96%,58%,56%,56%,21%,,684,5%,96.42,-739,684,5%,,50.067,-2.3017,-52.3687,,,,-0.2432,-1.8965,-0.162,9.663,-0.202,,,,96.42,42768,106,105,1,0,0,0,FB,#REF!,-0.22,-1.74,-0.15,8.86,-0.19,45.93,0.064731967,709,50.067,10.9018,10,,,,MiniCap
SUNCLAYLTD,RS,AUTO-AUTOMOBILES AND AUTO PARTS,#REF!,#REF!,4137.55,-0.91,4220.05,4085,0.019549531,0.012864137,81%,52%,31%,22%,14%,,4516,8%,79.56,44,4516,8%,,404.01,67.23,-336.78,,,38.36,47.93,7.86,11.44,86.55,5.78,Y,,Y,79.56,42858,23,22,1,0,0.76,0.89,FB,18.96,23.69,3.89,5.65,42.76,2.86,120.35,0.691343609,8371,404.01,10.12,5,,,,MidCap
SUNDARAM,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,3.25,0,3.35,3.15,0.029850746,0.031746032,27%,-20%,-19%,16%,18%,,4.1,21%,0,-7.386363636,5.95,45%,,-8.7176,-7.8552,0.8624,,,,-2.6342,1.382,-6.603,2.6497,-9.7219,,,,0,42776,4,4,0,44.08,0,0.83,FB,#REF!,-0.11,0.06,-0.31,0.12,-0.45,-0.4,0.829135889,80,-8.7176,24.5606,1,,,,MiniCap
SUNDARMFIN,HWV,FINANCIAL SERVICES-NBFC,#REF!,#REF!,1519.75,0.01,1529.65,1511.55,0.006472069,0.005424895,31%,38%,12%,6%,-6%,,1740.1,13%,35.32,30.54159968,1740.1,13%,,584.8879,356.1008,-228.7871,,,,138.2433,127.681,90.1765,122.1071,102.1829,Y,,Y,35.32,42762,135,133,2,0,0.72,2.72,,#REF!,12.44,11.49,8.12,10.99,9.2,52.49,5.484796864,16888,584.8879,111.1039,10,,,,LargeCap
SUNDRMBRAK,Exit,AUTO-AUTOMOBILES AND AUTO PARTS,#REF!,#REF!,442.7,13.16,518,435,0.145366795,0.017701149,63%,9%,1%,14%,8%,,473,6%,51.58,-55,569,22%,,0.268,0.7306,0.4626,,,,-0.8004,1.247,0.284,2.6228,0.6008,,,,51.58,42884,6,6,0,0,0,0.61,FB,#REF!,-2.03,3.17,0.72,6.67,1.53,0.68,0.182740312,174,0.268,3.9346,10,,,,MiniCap
SUNDRMFAST,Buy,AUTO-AUTO ANCL AND COMPONENTS,STEEL,Down,399.75,-1.01,403.1,395.05,0.008310593,0.011897228,139%,51%,26%,19%,4%,,426.9,6%,27.65,28,426.9,6%,,121.94,227.82,105.88,G,,,75.34,76.93,75.55,75.39,41.75,Y,,Y,27.65,42879,111,109,2,0,0.53,0.61,,#REF!,3.59,3.66,3.6,3.59,1.99,5.85,5.513850456,8400,121.94,21.01,1,,,,MidCap
SUNFLAG,Buy,METALS AND MINING,Iron Ore,#REF!,37.75,-0.13,38.4,37.6,0.016927083,0.003989362,90%,21%,11%,3%,3%,,40.7,7%,12.24,13,42.15,10%,,55.58,52.59,-2.99,G,,,13,21.11,18.48,14.86,14.04,Y,,Y,12.24,42763,36,35,1,0,0,0.29,,#REF!,0.72,1.17,1.03,0.82,0.78,3.08,1.526246544,680,55.58,180.22,10,,,,MiniCap
SUNILHITEC,HWV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,14.35,0.35,14.7,14.4,0.023809524,-0.003472222,-42%,25%,23%,23%,22%,,15.45,7%,10.13,13,46.9,69%,,55.8457,39.7962,-16.0495,,,,13.0721,14.8369,11.8872,13.7302,12.75,Y,,Y,10.13,42780,3,4,-1,17.25,1.04,1.13,FB,#REF!,0.28,8.53,6.86,7.68,7.38,32.05,3.452403985,542,55.8457,37.8003,1,,,,MiniCap
SUNPHARMA,Buy,PHARMA,#N/A,#N/A,642.8,0.35,647.2,640.15,0.006798517,0.004139655,-14%,5%,4%,-5%,-7%,TB,729.05,12%,18.85,26,854.95,25%,,5830.38,6491.78,661.4,G,,,1729.09,2487.89,2274.8,1961.9,1951.26,Y,,Y,18.85,42780,1430,1500,-70,3.04,0.15,0.27,,#REF!,6.1,9.3,8.4,7.1,6.4,19.6,249.2797806,154226,5830.38,239.92,1,,,,LargeCap
SUNTECK,Buy,REALTY,#REF!,#REF!,449.75,-2.29,454.4,438,0.010233275,0.026826484,77%,126%,86%,74%,18%,,480.8,6%,8.54,33,480.8,6%,,157.6933,195.0551,37.3618,G,,,24.6208,102.2662,68.1681,153.3518,1.6022,Y,,Y,8.54,42779,41,27,14,0,0.44,0.76,,#REF!,3.44,16.22,10.03,26.01,0.24,26.87,4.39850482,2833,157.6933,12.5932,2,,,,SmallCap
SUNTV,HWV,MEDIA-ENTERTAINMENT,#N/A,#N/A,862.5,5.1,919.8,862.55,0.062296151,-5.79677E-05,114%,83%,64%,21%,9%,,946,9%,34.69,35,946,9%,,920.16,743.5,-176.66,G,,,240.09,270.35,233.06,236,216.33,Y,,Y,34.69,42776,286,273,13,3.98,1.79,0.03,,#REF!,6.09,6.86,5.91,5.53,5.49,22.72,155.3561485,33990,920.16,197.04,5,,,,LargeCap
SUPERHOUSE,HWLV,TEXTILES AND APPAREL,#N/A,#N/A,158.65,#N/A,#N/A,#N/A,#N/A,#N/A,9%,12%,2%,4%,10%,TB,170,7%,9.15,14,179.8,12%,,27.9185,11.4966,-16.4219,,,,3.0931,4.086,4.3175,8.2379,4.8369,Y,,Y,9.15,42885,13,13,0,0,0.94,0.78,,#REF!,2.81,3.71,3.92,7.47,4.39,25.32,0.157005343,181,27.9185,11.4198,10,,,,MiniCap
SUPERSPIN,Exit,TEXTILES AND APPAREL,#N/A,#N/A,16.75,#N/A,#N/A,#N/A,#N/A,#N/A,97%,56%,35%,37%,38%,,19,12%,0,-4,20.5,18%,,-5.48,-11.05,-5.57,,,,-5.84,-4.25,-0.96,-1.56,6.74,,,,0,42766,2,3,-1,0,0,1.92,FB,#REF!,-1.06,-0.91,-1.23,-0.28,-1.67,-3.9,0.058262729,92,-5.48,5.5,1,,,,MiniCap
SUPPETRO,BWLV,CHEMICALS,CRUDE OIL,Down,409.75,-1.94,417,400,0.017386091,0.024375,184%,125%,57%,47%,35%,,446.8,8%,22.06,28,446.8,8%,,56.0486,109.6538,53.6052,G,,69.8891,35.4197,28.6266,45.6075,0.0005,26.4447,Y,,Y,22.06,42851,41,40,1,0,0,0,,7.24,3.67,2.97,4.73,5.63,2.74,5.81,1.477639666,3954,56.0486,96.502,10,,,,SmallCap
SUPRAJIT,HWLV,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,247.6,0.57,250.85,243.55,0.01295595,0.016629029,85%,34%,36%,17%,3%,,245,-1%,36.66,#DIV/0!,250,1%,,80.327,79.1651,-1.1619,G,,,25.2483,31.6565,22.2603,21.2464,25.3324,Y,,Y,36.66,42884,49,47,2,0,0.42,0.58,,#REF!,0,0,1.5,0,0,5.94,1.178776715,3252,80.327,13.1339,1,,,,SmallCap
SUPREMEIND,HWV,REALTY-HOUSEHOLD,#REF!,#REF!,1189.5,-0.38,1204.75,1170,0.012658228,0.016666667,49%,42%,28%,18%,9%,,1183.8,0%,35.14,37,1209.95,2%,,204.5094,249.3501,44.8407,G,,127.31,90.1784,57.6173,101.5544,98.54,74.2128,Y,,Y,35.14,42853,217,207,10,0,1.26,0.17,,11.66,7.94,5.21,11.99,9.04,6.47,18.02,6.02464424,15110,204.5094,25.4054,2,,,,LargeCap
SUPREMEINF,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,86.9,#N/A,#N/A,#N/A,#N/A,#N/A,-7%,23%,-14%,-12%,0%,TB,112,22%,0,-1.454149933,123.8,30%,,-163.3616,-174.4991,-11.1375,,,,-38.3068,-43.394,-92.7983,-19.2056,-24.7149,,,,0,42777,16,18,-2,88.3,0,6.54,FB,#REF!,-14.94,-16.93,-36.17,-7.47,-9.62,-59.13,1.043527252,223,-163.3616,25.6984,10,,,,MiniCap
SUPREMETEX,Exit,TEXTILES AND APPAREL,#N/A,#N/A,4,#N/A,#N/A,#N/A,#N/A,#N/A,9%,3%,-14%,-7%,5%,TB,5.2,23%,0,-0.709219858,11.2,64%,,-178.8408,-26.7701,152.0707,,,,-9.6103,-6.1831,-10.9767,-132.3289,-26.6079,,,,0,42780,,,,57.61,0,-2.49,FB,#REF!,-1.41,-0.88,-1.61,-19.39,-3.9,-26.21,0.331878822,27,-178.8408,34.1151,5,,,,MiniCap
SURANAIND,Exit,METALS AND MINING,#N/A,#N/A,4.3,#N/A,#N/A,#N/A,#N/A,#N/A,-30%,62%,25%,48%,-10%,,5.4,20%,0,#DIV/0!,8.75,51%,,-1217.5453,-171.4269,1046.1184,,,,-45.1759,-69.8221,-56.4289,-295.3398,-186.7192,,,,0,42776,1,1,0,100,0,-1.6,FB,#REF!,0,0,-12.68,-66.34,-41.94,-273.49,0.060602007,19,-1217.5453,50.9106,10,,,,MiniCap
SURANASOL,Exit,INFRA-POWER,#N/A,#N/A,21.7,#N/A,#N/A,#N/A,#N/A,#N/A,-4%,3%,-6%,-4%,7%,TB,25.3,14%,60.39,42,34.6,37%,,2.126,1.4453,-0.6807,,,,0.6456,0.4286,0.3711,0.3311,0.8075,Y,,Y,60.39,42873,12,13,-1,0,0,0.93,FB,#REF!,0.13,0.09,0.08,0.07,0.16,0.43,0.159371578,107,2.126,24.6033,5,,,,MiniCap
SURANAT&P,HWLV,INFRA-TELECOM,#N/A,#N/A,4.85,#N/A,#N/A,#N/A,#N/A,#N/A,-6%,4%,2%,-4%,2%,TB,5.9,18%,43.06,30.3125,7.95,39%,,1.2913,1.0668,-0.2245,,,,0.4188,0.1787,0.4693,0.1249,0.5842,Y,,Y,43.06,42873,10,11,-1,0,0,1.92,FB,#REF!,0.04,0.02,0.05,0.01,0.06,0.12,0.008551162,50,1.2913,10.4022,1,,,,MiniCap
SURYALAXMI,HWLV,TEXTILES AND APPAREL,#REF!,#REF!,116.15,1.59,118.9,115.7,0.02312868,0.003889369,7%,-4%,-9%,6%,9%,TB,135.3,14%,7.35,264,165.5,30%,,30.0515,17.3727,-12.6788,,,,0.2041,9.4204,7.7482,9.1256,7.0245,,,,7.35,42868,6,8,-2,6.87,1.54,1.26,,#REF!,0.11,5.65,4.65,5.04,4.21,17.59,0.86554962,194,30.0515,16.6723,10,,,,MiniCap
SURYAROSNI,HWV,REALTY-HOUSEHOLD,steel,#REF!,284.05,-0.07,290,283.05,0.020517241,0.003532945,54%,72%,54%,53%,34%,,299.8,5%,19.33,18,299.8,5%,,62.05,43.65,-18.4,,,,17.65,13.1,12.9,20.93,16.58,Y,,Y,19.33,42780,50,52,-2,35.68,0.35,0.97,,#REF!,4.03,2.99,2.94,4.78,3.78,14.16,1.923714273,1245,62.05,43.83,10,,,,SmallCap
SUTLEJTEX,BWLV,TEXTILES AND APPAREL,#N/A,#N/A,922.6,#N/A,#N/A,#N/A,#N/A,#N/A,82%,21%,12%,14%,13%,,963.3,4%,8.74,14,963.3,4%,,143.36,124.67,-18.69,G,,,27.68,51.9,45.09,48.81,26.4,Y,,Y,8.74,42873,11,11,0,6.69,1.4,1,,#REF!,16.9,31.68,27.52,29.79,16.11,87.51,0.409421893,1511,143.36,16.38,10,,,,SmallCap
SUVEN,Buy,PHARMA,#REF!,#REF!,187.65,3.54,198.8,187.55,0.056086519,0.000533191,-13%,18%,10%,9%,13%,,194.1,3%,20.62,25,227,17%,,66.7386,83.404,16.6654,G,,,24.2707,26.5572,32.5761,32.2912,17.7193,Y,,Y,20.62,42868,61,60,1,0,1.06,0.11,,#REF!,1.91,2.09,2.56,2.54,1.39,5.24,3.0298014,2388,66.7386,12.7282,1,,,,SmallCap
SUZLON,Exit,INFRA-POWER,#N/A,#N/A,21.2,0.24,21.75,21.2,0.025287356,0,42%,55%,32%,17%,11%,,21.4,1%,524.75,11,21.55,2%,,464.75,279.45,-185.3,,,,292.17,242.3,-255.02,-243.1,-113.39,Y,,Y,524.75,42776,171,182,-11,99.39,0,-1.57,FB,#REF!,0.5,0.44,-0.52,-0.46,-0.25,0.89,41.99640498,10687,464.75,1004.88,2,,,,MidCap
SWANENERGY,RS,TEXTILES AND APPAREL,#REF!,#REF!,158.6,-4.38,159.4,150.4,0.005018821,0.054521277,144%,8%,-6%,1%,12%,,177.85,11%,5898.15,3965,213.85,26%,,-0.1852,0.4408,0.626,,,,0.1678,2.1573,-1.8843,0.2194,0.1259,Y,,Y,5898.15,42780,25,24,1,33.56,0.03,1.62,FB,#REF!,0.01,0.1,-0.09,0.01,0.01,-0.01,21.24135478,3874,-0.1852,22.118,1,,,,SmallCap
SWARAJENG,HWLV,AUTO-AUTOMOBILES AND AUTO PARTS,#N/A,#N/A,1835.1,-0.55,1837.15,1820.55,0.001115859,0.00799209,76%,41%,31%,32%,24%,,1985,8%,33,37,1985,8%,,51.2,53.55,2.35,G,,15.28,15.3,19.25,19,11.65,8.36,Y,,Y,33,42850,36,38,-2,0,2.34,0,,12.3,12.31,15.49,15.29,9.37,6.74,41.21,0.280201518,2279,51.2,12.42,10,,,,SmallCap
SWELECTES,HWLV,INFRA-POWER,#N/A,#N/A,375.15,#N/A,#N/A,#N/A,#N/A,#N/A,-7%,21%,1%,10%,10%,TB,420,11%,28.6,20,448,16%,,13.2157,16.3734,3.1577,,,,4.7905,7.7082,3.8747,4.9657,2.0818,Y,,Y,28.6,42776,4,4,0,0,1.06,0.16,,#REF!,4.74,7.63,3.83,4.91,2.06,0,0.200516167,379,13.2157,10.1058,10,,,,MiniCap
SYMPHONY,Exit,REALTY-HOUSEHOLD,#REF!,#REF!,1458.6,0.84,1484.95,1464,0.017744705,-0.003688525,29%,29%,12%,10%,-5%,TB,1570,7%,59.23,46,1570,7%,,118.37,126.48,8.11,G,,,56.06,39.28,31.14,46.52,47.73,Y,,Y,59.23,42871,101,102,-1,0,1.71,0,FB,#REF!,8.01,5.62,8.9,13.3,13.64,33.84,3.100467199,10204,118.37,13.99,2,,,,MidCap
SYNCOM,Exit,PHARMA,#N/A,#N/A,6.3,#N/A,#N/A,#N/A,#N/A,#N/A,-4%,5%,4%,6%,11%,,7.35,14%,0,-0.875,9.6,34%,,-3.4315,-63.5115,-60.08,,,,-7.212,-55.095,-1.2045,1.1597,-0.2495,,,,0,42780,,,,0,0,0.15,FB,#REF!,-1.8,-13.77,-0.3,0.29,-0.06,-0.86,0.060635968,25,-3.4315,40,10,,,,MiniCap
SYNDIBANK,Buy,BANKS-PSU,#N/A,#N/A,90.7,0.66,92.85,90.2,0.023155627,0.005543237,8%,53%,37%,31%,27%,,90.85,0%,22.79,22,95,5%,,-1517.25,255.11,1772.36,G,,103.84,93.56,82.42,79.13,-2158.17,-119.67,Y,,Y,22.79,42864,119,133,-14,0,0,2.11,,1.15,1.03,1.03,0.99,-33.27,-1.78,-22.91,14.23358501,8204,-1517.25,904.54,10,,,,MidCap
SYNGENE,HWV,PHARMA,#REF!,#REF!,462.75,-3.83,469.3,443.25,0.013956957,0.043993232,40%,-9%,-14%,-8%,-11%,TB,564,18%,32.31,31,663.2,30%,,221.2,208.9,-12.3,G,,78.4,74.4,74.7,59.8,66.5,58.8,Y,,Y,32.31,42852,82,87,-5,0,0.21,0.85,,3.95,3.76,3.77,3.03,3.32,2.94,11.06,8.233451815,9255,221.2,200,10,,,,MidCap
TAINWALCHM,Exit,REALTY-HOUSEHOLD,#N/A,#N/A,59.8,#N/A,#N/A,#N/A,#N/A,#N/A,66%,38%,30%,33%,6%,,66,9%,35.58,-115,66,9%,,3.8594,-0.794,-4.6534,,,5.7622,-0.1227,-0.2987,-0.3726,2.3821,-0.1913,,,,35.58,42865,18,18,0,0,0,0.01,FB,6.15,-0.13,-0.32,-0.4,2.54,-0.2,4.12,0.041566041,56,3.8594,9.3639,10,,,,MiniCap
TAJGVK,RS,ENTERTAINMENT-HOTELS AND LEISURE,#REF!,#REF!,165.05,0.27,170.95,164.1,0.034513016,0.005789153,122%,57%,30%,28%,7%,,184,10%,67.22,69,184,10%,,3.5932,9.59,5.9968,,,,3.73,3.4,2.46,5.83,3.4316,Y,,Y,67.22,42882,23,20,3,0,0.24,1.05,FB,#REF!,0.6,0.54,0.39,0,0.55,0,0.459688696,1035,3.5932,12.54,2,,,,SmallCap
TAKE,Buy,IT,#REF!,#REF!,139.8,-1.22,141.15,138,0.009564293,0.013043478,-6%,7%,3%,3%,11%,,145.35,4%,14.61,14,189.7,26%,,124.8675,97.725,-27.1425,G,,,32.9523,33.5059,31.2668,31.4759,25.3018,Y,,Y,14.61,42873,70,63,7,0,0.71,0.5,,#REF!,2.44,2.47,2.59,2.56,1.98,9.85,2.043605911,1863,124.8675,13.096,1,,,,SmallCap
TALBROAUTO,HWLV,AUTO-AUTO ANCL AND COMPONENTS,#N/A,#N/A,163.85,0.92,168.5,162.7,0.027596439,0.007068224,72%,36%,28%,25%,14%,,176,7%,15.7,11,176,7%,,9.7106,11.6633,1.9527,,,,4.4853,4.1201,3.0579,1.1334,3.8932,Y,,Y,15.7,42879,8,8,0,0,0.91,0.86,,#REF!,3.63,3.34,2.48,0.92,3.15,7.87,0.208248547,202,9.7106,12.3456,10,,,,MiniCap
TALWALKARS,Buy,INFRA-MACHINERY EQUIPMENT,#REF!,#REF!,272.8,3.56,284.95,272,0.042639059,0.002941176,44%,22%,22%,21%,2%,,285.85,5%,13.19,33,303,10%,,55.365,42.7168,-12.6482,G,,,7.4839,29.5314,5.7015,17.2803,6.8578,Y,,Y,13.19,42775,22,26,-4,11.74,0.54,0.72,,#REF!,2.08,9.8,1.93,6.99,1.89,19.03,2.091631116,810,55.365,29.7049,10,,,,MiniCap
TANLA,HWV,IT,#REF!,#REF!,50.45,0.3,51.9,50.4,0.027938343,0.000992063,32%,2%,-14%,-6%,4%,TB,61.3,18%,20.88,11,66.4,24%,,11.9144,25.6055,13.6911,G,,,11.8489,9.7028,4.0538,0.387,4.2973,Y,,Y,20.88,42873,6,6,0,0,0.39,0,,#REF!,1.17,0.96,0.4,0.04,0.42,1.17,4.906010668,542,11.9144,10.148,1,,,,MiniCap
TANTIACONS,Exit,INFRA-CONSTRUCTION ENGINEERING AND MATERIALS,#N/A,#N/A,21.45,#N/A,#N/A,#N/A,#N/A,#N/A,14%,41%,29%,0%,12%,,25.3,15%,0,-0.730585831,25.3,15%,,-79.81,-29.84,49.97,,,,-13.82,-13.03,-2.99,-16.76,-4.18,,,,0,42790,1,1,0,52.65,0,5.18,FB,#REF!,-7.34,-6.92,-1.59,-8.9,-2.22,-42.39,0.10671788,62,-79.81,18.82,10,,,,MiniCap
TARAJEWELS,Exit,JEWELLERY,#N/A,#N/A,38.85,#N/A,#N/A,#N/A,#N/A,#N/A,-1%,8%,0%,-6%,2%,TB,48.7,20%,3.79,17.65909091,50.3,23%,,25.4418,-2.8907,-28.3325,,,,1.3382,0.6389,-4.8678,-6.5967,11.7965,,Y,Y,3.79,42776,2,2,0,80.9,0,0.78,FB,#REF!,0.55,0.26,-1.98,-2.68,4.79,10.33,0.247102061,96,25.4418,24.6229,10,,,,MiniCap
